日期,融资余额,融资买入额,融资偿还额,融资净买入,融券余量,融券卖出量,融券偿还量,融券净卖出,融资融券余额
2020-11-09,246.78亿,5.14亿,5.77亿,-6293.22万,0.0,0.0,0.0,0.0,246.78亿
2020-11-06,247.41亿,2.27亿,1.45亿,8229.34万,0.0,0.0,0.0,0.0,247.41亿
2020-11-05,246.59亿,4.82亿,3.54亿,1.29亿,0.0,0.0,0.0,0.0,246.59亿
2020-11-04,245.30亿,2.23亿,2.79亿,-5612.46万,0.0,0.0,0.0,0.0,245.30亿
2020-11-03,245.86亿,3.13亿,4.02亿,-8918.09万,0.0,0.0,0.0,0.0,245.86亿
2020-11-02,246.75亿,4.49亿,1.98亿,2.50亿,0.0,0.0,0.0,0.0,246.75亿
2020-10-30,244.25亿,3.25亿,2.87亿,3887.54万,0.0,0.0,0.0,0.0,244.25亿
2020-10-29,243.86亿,5.96亿,5.01亿,9560.79万,0.0,0.0,0.0,0.0,243.86亿
2020-10-28,242.91亿,3.05亿,3.04亿,23.98万,0.0,0.0,0.0,0.0,242.91亿
2020-10-27,242.90亿,4.59亿,3.40亿,1.19亿,0.0,0.0,0.0,0.0,242.90亿
2020-10-26,241.72亿,4.06亿,3.52亿,5361.02万,0.0,0.0,0.0,0.0,241.72亿
2020-10-23,241.18亿,3.12亿,3.32亿,-2024.03万,0.0,0.0,0.0,0.0,241.18亿
2020-10-22,241.38亿,5.24亿,5.38亿,-1449.23万,0.0,0.0,0.0,0.0,241.38亿
2020-10-21,241.53亿,3.79亿,2.37亿,1.42亿,0.0,0.0,0.0,0.0,241.53亿
2020-10-20,240.11亿,6.92亿,6.38亿,5351.46万,0.0,0.0,0.0,0.0,240.11亿
2020-10-19,239.58亿,3.58亿,2.23亿,1.35亿,0.0,0.0,0.0,0.0,239.58亿
2020-10-16,238.23亿,3.87亿,3.16亿,7058.50万,0.0,0.0,0.0,0.0,238.23亿
2020-10-15,237.52亿,5.05亿,4.55亿,5006.58万,0.0,0.0,0.0,0.0,237.52亿
2020-10-14,237.02亿,2.47亿,2.70亿,-2279.78万,0.0,0.0,0.0,0.0,237.02亿
2020-10-13,237.25亿,4.06亿,3.27亿,7935.60万,0.0,0.0,0.0,0.0,237.25亿
2020-12-22,247.95亿,5.88亿,5.60亿,2807.77万,0.0,0.0,0.0,0.0,247.95亿
2020-12-23,248.83亿,5.99亿,5.11亿,8741.00万,0.0,0.0,0.0,0.0,248.83亿
2020-12-25,246.66亿,2.19亿,3.55亿,-1.36亿,0.0,0.0,0.0,0.0,246.66亿
2020-12-24,248.03亿,2.85亿,3.65亿,-7990.05万,0.0,0.0,0.0,0.0,248.03亿
2020-12-28,247.09亿,3.64亿,3.21亿,4223.22万,0.0,0.0,0.0,0.0,247.09亿
2020-12-29,244.86亿,1.09亿,3.32亿,-2.23亿,0.0,0.0,0.0,0.0,244.86亿
2020-12-30,243.37亿,2.27亿,3.76亿,-1.49亿,0.0,0.0,0.0,0.0,243.37亿
2020-12-31,241.94亿,1.48亿,2.92亿,-1.44亿,44.21,44.21,0.0,44.21,241.94亿
2021-01-04,240.82亿,2.86亿,3.98亿,-1.12亿,11.36,3.22,36.07,-32.85,240.82亿
2021-01-05,242.60亿,3.78亿,2.00亿,1.78亿,45.33,44.11,10.14,33.97,242.60亿
2021-01-06,242.92亿,3.83亿,3.50亿,3259.24万,97.67,64.64,12.3,52.34,242.94亿
2021-01-07,242.74亿,2.51亿,2.69亿,-1795.76万,148.13,85.11,34.65,50.46,242.77亿
2021-01-08,242.09亿,2.73亿,3.38亿,-6502.17万,129.76,67.22,85.59,-18.37,242.11亿
2021-01-11,241.19亿,1.43亿,2.34亿,-9045.43万,146.46,23.96,7.26,16.7,241.21亿
2021-01-12,241.78亿,5.11亿,4.52亿,5860.91万,146.11,4.0,4.35,-0.35,241.80亿
2021-01-13,241.89亿,1.64亿,1.53亿,1150.90万,137.16,2.1,11.05,-8.95,241.91亿
2021-01-15,239.60亿,9088.46万,2.36亿,-1.45亿,185.02,46.16,4.0,42.16,239.62亿
2021-01-14,241.04亿,3.43亿,4.28亿,-8487.87万,142.86,7.82,2.12,5.7,241.06亿
2021-01-18,238.85亿,4.67亿,5.41亿,-7436.40万,182.58,8.76,11.2,-2.44,238.88亿
2021-01-19,240.44亿,6.18亿,4.59亿,1.59亿,166.36,0.0,16.22,-16.22,240.47亿
2021-01-20,238.87亿,3.27亿,4.85亿,-1.57亿,170.36,4.0,0.0,4.0,238.89亿
2021-01-21,238.91亿,3.13亿,3.09亿,455.28万,178.7,8.34,0.0,8.34,238.94亿
2021-01-22,238.92亿,2.39亿,2.38亿,20.25万,185.4,15.05,8.35,6.7,238.94亿
2021-01-25,239.77亿,3.66亿,2.81亿,8507.62万,187.21,2.86,1.05,1.81,239.80亿
2021-01-26,239.78亿,3.07亿,3.06亿,174.95万,185.38,1.0,2.83,-1.83,239.81亿
2021-01-27,239.32亿,2.80亿,3.26亿,-4592.74万,186.29,1.94,1.03,0.91,239.35亿
2021-01-28,239.66亿,2.94亿,2.61亿,3306.11万,171.18,0.88,15.99,-15.11,239.68亿
2021-01-29,240.64亿,3.07亿,2.09亿,9885.28万,117.23,18.98,72.93,-53.95,240.66亿
2021-02-02,240.69亿,2.68亿,2.79亿,-1153.79万,165.73,37.75,0.88,36.87,240.72亿
2021-02-01,240.81亿,2.56亿,2.40亿,1628.35万,128.86,30.61,18.98,11.63,240.83亿
2021-02-03,242.02亿,5.02亿,3.69亿,1.33亿,117.34,0.0,48.39,-48.39,242.04亿
2021-02-04,241.06亿,2.32亿,3.28亿,-9619.97万,117.34,0.0,0.0,0.0,241.08亿
2021-02-05,240.35亿,1.85亿,2.56亿,-7080.00万,117.34,0.0,0.0,0.0,240.37亿
2021-02-08,240.28亿,2.03亿,2.09亿,-677.94万,117.34,0.0,0.0,0.0,240.30亿
2021-02-10,239.08亿,8141.69万,1.99亿,-1.18亿,45.41,0.0,0.0,0.0,239.09亿
2021-02-09,240.26亿,1.12亿,1.14亿,-200.80万,45.41,0.0,71.93,-71.93,240.27亿
2021-02-18,240.75亿,4.12亿,2.46亿,1.66亿,49.93,4.52,0.0,4.52,240.75亿
2021-02-19,241.82亿,3.72亿,2.64亿,1.08亿,57.23,7.72,0.42,7.3,241.83亿
2021-02-23,242.87亿,2.49亿,2.34亿,1432.00万,63.06,17.25,9.36,7.89,242.88亿
2021-02-22,242.73亿,2.50亿,1.60亿,9079.38万,55.17,4.94,7.0,-2.06,242.74亿
2021-02-24,242.43亿,2.50亿,2.94亿,-4384.72万,50.49,4.68,17.25,-12.57,242.44亿
2021-02-25,241.48亿,2.79亿,3.75亿,-9543.12万,58.71,10.8,2.58,8.22,241.49亿
2021-02-26,242.24亿,3.18亿,2.42亿,7629.38万,45.91,0.0,12.8,-12.8,242.25亿
2021-03-01,242.35亿,2.32亿,2.21亿,1113.66万,45.81,0.0,0.1,-0.1,242.36亿
2021-03-02,243.88亿,3.79亿,2.27亿,1.53亿,50.66,4.85,0.0,4.85,243.89亿
2021-03-03,242.36亿,1.82亿,3.34亿,-1.52亿,68.58,21.97,4.05,17.92,242.37亿
2021-03-04,242.28亿,1.78亿,1.86亿,-844.24万,54.5,3.72,17.8,-14.08,242.29亿
2021-03-05,242.93亿,4.61亿,3.96亿,6553.43万,49.11,3.3,8.69,-5.39,242.94亿
2021-03-08,243.88亿,3.68亿,2.74亿,9437.15万,191.78,142.67,0.0,142.67,243.90亿
2021-03-09,244.84亿,3.84亿,2.88亿,9598.71万,192.82,2.0,0.96,1.04,244.87亿
2021-03-10,243.84亿,1.51亿,2.50亿,-9912.39万,192.38,0.0,0.44,-0.44,243.87亿
2021-03-11,244.06亿,3.36亿,3.14亿,2181.60万,49.11,1.4,144.67,-143.27,244.07亿
2021-03-15,242.91亿,2.15亿,2.10亿,402.51万,47.71,0.0,0.03,-0.03,242.92亿
2021-03-12,242.87亿,1.43亿,2.62亿,-1.19亿,47.74,0.01,1.38,-1.37,242.88亿
2021-03-16,244.12亿,4.64亿,3.43亿,1.21亿,64.62,16.91,0.0,16.91,244.13亿
2021-03-17,245.19亿,5.13亿,4.06亿,1.07亿,96.38,34.53,2.77,31.76,245.20亿
2021-03-18,244.68亿,1.88亿,2.38亿,-5041.33万,145.08,63.04,14.34,48.7,244.70亿
2021-03-19,245.46亿,1.94亿,1.16亿,7813.87万,99.79,20.48,65.77,-45.29,245.48亿
2021-03-22,245.06亿,2.52亿,2.92亿,-4049.85万,99.79,0.0,0.0,0.0,245.07亿
2021-03-24,245.05亿,3.42亿,3.36亿,586.53万,181.34,81.55,0.0,81.55,245.08亿
2021-03-23,244.99亿,1.68亿,1.75亿,-664.55万,99.79,0.0,0.0,0.0,245.01亿
2021-03-29,247.33亿,2.89亿,2.81亿,765.95万,88.72,0.0,13.54,-13.54,247.35亿
2021-03-26,247.26亿,2.83亿,2.01亿,8206.48万,102.26,18.27,8.92,9.35,247.27亿
2021-03-25,246.44亿,3.37亿,1.99亿,1.39亿,92.91,11.9,100.33,-88.43,246.45亿
2021-03-30,246.33亿,2.19亿,3.19亿,-1.00亿,121.04,32.32,0.0,32.32,246.35亿
2021-03-31,246.15亿,2.04亿,2.22亿,-1812.49万,96.55,0.0,24.49,-24.49,246.17亿
2021-04-01,246.27亿,2.18亿,2.07亿,1148.73万,100.87,12.05,7.73,4.32,246.28亿
2021-04-06,248.60亿,1.71亿,2.43亿,-7141.82万,116.47,1.0,9.24,-8.24,248.61亿
2021-04-02,249.31亿,4.56亿,1.52亿,3.04亿,124.71,30.53,6.69,23.84,249.33亿
2021-04-09,248.89亿,3.28亿,2.27亿,1.02亿,97.66,4.39,78.81,-74.42,248.91亿
2021-04-08,247.87亿,3.23亿,2.81亿,4186.29万,172.08,87.65,1.1,86.55,247.90亿
2021-04-07,247.45亿,1.45亿,2.59亿,-1.14亿,85.53,2.25,33.19,-30.94,247.47亿
2021-04-12,249.74亿,2.49亿,1.64亿,8508.70万,97.66,0.0,0.0,0.0,249.76亿
2021-04-13,250.88亿,3.38亿,2.24亿,1.14亿,94.66,0.0,3.0,-3.0,250.90亿
2021-04-14,251.70亿,3.32亿,2.51亿,8146.63万,113.7,19.04,0.0,19.04,251.71亿
2021-04-16,251.89亿,1.98亿,1.82亿,1578.08万,116.7,4.25,0.0,4.25,251.91亿
2021-04-15,251.73亿,1.48亿,1.44亿,346.42万,112.45,0.0,1.25,-1.25,251.75亿
2021-04-19,251.54亿,1.75亿,2.10亿,-3510.97万,149.95,53.99,20.74,33.25,251.56亿
2021-04-20,251.77亿,2.05亿,1.82亿,2312.49万,98.96,0.0,50.99,-50.99,251.78亿
2021-04-22,253.33亿,3.22亿,1.97亿,1.25亿,178.54,0.0,0.01,-0.01,253.36亿
2021-04-21,252.08亿,2.56亿,2.25亿,3098.57万,178.55,86.84,7.25,79.59,252.11亿
2021-04-23,252.19亿,1.28亿,2.43亿,-1.14亿,187.18,8.64,0.0,8.64,252.21亿
2021-04-26,252.72亿,1.81亿,1.28亿,5314.50万,103.09,6.6,90.69,-84.09,252.73亿
2021-04-28,254.34亿,3.74亿,2.62亿,1.12亿,94.41,0.0,10.0,-10.0,254.35亿
2021-04-27,253.21亿,2.73亿,2.24亿,4975.72万,104.41,10.0,8.68,1.32,253.23亿
2021-05-07,254.64亿,3.69亿,2.46亿,1.23亿,107.79,13.38,0.0,13.38,254.65亿
2021-05-06,253.40亿,2.24亿,1.80亿,4425.99万,94.41,0.0,0.0,0.0,253.42亿
2021-04-30,252.96亿,2.49亿,1.72亿,7641.52万,94.41,0.0,6.1,-6.1,252.97亿
2021-04-29,252.20亿,1.76亿,3.90亿,-2.14亿,100.51,6.1,0.0,6.1,252.21亿
2021-05-11,254.26亿,1.95亿,1.89亿,568.14万,91.71,0.0,2.7,-2.7,254.27亿
2021-05-10,254.20亿,2.04亿,2.47亿,-4377.52万,94.41,0.0,13.38,-13.38,254.21亿
2021-05-12,254.53亿,2.46亿,2.19亿,2740.42万,91.51,0.0,0.2,-0.2,254.54亿
2021-05-13,255.48亿,3.70亿,2.75亿,9537.84万,193.78,102.27,0.0,102.27,255.51亿
2021-05-14,257.89亿,4.48亿,2.07亿,2.41亿,25.92,0.0,167.86,-167.86,257.89亿
2021-05-17,258.76亿,3.78亿,2.91亿,8698.72万,66.54,40.62,0.0,40.62,258.77亿
2021-05-18,259.22亿,2.86亿,2.40亿,4598.09万,81.74,15.2,0.0,15.2,259.23亿
2021-05-19,259.70亿,1.82亿,1.33亿,4847.36万,81.74,0.0,0.0,0.0,259.72亿
2021-05-20,258.62亿,1.55亿,2.64亿,-1.09亿,81.74,0.0,0.0,0.0,258.63亿
2021-05-21,258.40亿,3.00亿,3.22亿,-2163.11万,81.79,0.05,0.0,0.05,258.41亿
2021-05-24,258.49亿,2.47亿,2.38亿,865.55万,81.74,0.0,0.05,-0.05,258.50亿
2021-05-25,258.76亿,2.88亿,2.61亿,2738.67万,81.74,0.0,0.0,0.0,258.77亿
2021-05-26,258.58亿,2.82亿,3.00亿,-1788.43万,95.27,13.53,0.0,13.53,258.60亿
2021-05-28,260.05亿,2.80亿,2.25亿,5486.07万,95.27,0.0,0.0,0.0,260.07亿
2021-05-27,259.51亿,3.25亿,2.33亿,9237.45万,95.27,0.0,0.0,0.0,259.52亿
2021-05-31,261.29亿,3.18亿,1.94亿,1.24亿,82.74,1.0,13.53,-12.53,261.30亿
2021-06-01,260.92亿,2.88亿,3.25亿,-3732.44万,95.24,12.5,0.0,12.5,260.93亿
2021-06-02,260.61亿,3.62亿,3.93亿,-3116.11万,95.24,0.0,0.0,0.0,260.62亿
2021-06-03,262.27亿,4.69亿,3.03亿,1.67亿,85.02,2.28,12.5,-10.22,262.29亿
2021-06-04,262.06亿,2.39亿,2.61亿,-2165.77万,83.42,0.0,1.6,-1.6,262.07亿
2021-06-07,261.21亿,4.45亿,5.30亿,-8503.22万,81.74,0.0,1.68,-1.68,261.22亿
2021-06-08,260.16亿,2.32亿,3.36亿,-1.05亿,81.74,0.0,0.0,0.0,260.17亿
2021-06-10,256.94亿,1.77亿,2.49亿,-7118.06万,81.74,0.0,6.94,-6.94,256.95亿
2021-06-09,257.65亿,1.89亿,4.40亿,-2.51亿,88.68,6.94,0.0,6.94,257.67亿
2021-06-15,257.26亿,1.26亿,1.26亿,16.46万,81.74,0.0,0.0,0.0,257.27亿
2021-06-11,257.26亿,1.81亿,1.49亿,3160.20万,81.74,0.0,0.0,0.0,257.27亿
2021-06-18,258.15亿,2.05亿,2.73亿,-6752.13万,83.74,2.0,0.0,2.0,258.16亿
2021-06-17,258.82亿,2.58亿,2.02亿,5520.78万,81.74,0.0,0.0,0.0,258.84亿
2021-06-16,258.27亿,3.01亿,2.00亿,1.01亿,81.74,0.0,0.0,0.0,258.28亿
2021-06-21,259.47亿,4.47亿,3.15亿,1.32亿,82.54,0.8,2.0,-1.2,259.48亿
2021-06-22,260.71亿,5.70亿,4.47亿,1.24亿,81.74,0.0,0.8,-0.8,260.72亿
2021-06-25,259.17亿,2.16亿,3.13亿,-9702.75万,37.95,6.5,0.1,6.4,259.18亿
2021-06-24,260.14亿,3.16亿,4.11亿,-9528.02万,31.55,1.0,54.19,-53.19,260.14亿
2021-06-23,261.09亿,2.04亿,1.66亿,3820.17万,84.74,3.0,0.0,3.0,261.11亿
2021-06-28,258.18亿,1.22亿,2.21亿,-9879.82万,85.12,47.17,0.0,47.17,258.19亿
2021-07-01,258.90亿,9232.23万,1.95亿,-1.02亿,79.05,0.0,17.03,-17.03,258.91亿
2021-06-30,259.92亿,5.32亿,3.44亿,1.89亿,96.08,0.0,0.0,0.0,259.94亿
2021-06-29,258.04亿,2.32亿,2.47亿,-1461.77万,96.08,17.05,6.09,10.96,258.05亿
2021-07-07,260.02亿,4.61亿,3.64亿,9639.76万,78.75,0.0,2.1,-2.1,260.03亿
2021-07-06,259.05亿,3.17亿,2.39亿,7876.81万,80.85,0.72,0.0,0.72,259.07亿
2021-07-05,258.27亿,2.18亿,2.77亿,-5964.05万,80.13,0.0,0.93,-0.93,258.28亿
2021-07-02,258.86亿,9527.19万,9873.25万,-346.06万,81.06,2.03,0.02,2.01,258.87亿
2021-07-12,258.79亿,2.28亿,3.14亿,-8577.39万,29.33,0.0,0.0,0.0,258.80亿
2021-07-09,259.65亿,2.25亿,1.84亿,4095.37万,29.33,0.0,11.28,-11.28,259.66亿
2021-07-08,259.24亿,2.06亿,2.83亿,-7758.02万,40.61,11.28,49.42,-38.14,259.25亿
2021-07-16,259.85亿,3.24亿,3.23亿,104.16万,89.37,0.0,11.18,-11.18,259.86亿
2021-07-15,259.84亿,1.99亿,1.83亿,1655.22万,100.55,13.14,0.0,13.14,259.86亿
2021-07-14,259.67亿,1.63亿,1.81亿,-1738.54万,87.41,34.8,0.0,34.8,259.69亿
2021-07-13,259.85亿,4.41亿,3.35亿,1.05亿,52.61,23.28,0.0,23.28,259.86亿
2021-07-20,259.70亿,1.88亿,2.18亿,-2979.03万,93.22,2.15,0.0,2.15,259.71亿
2021-07-19,260.00亿,1.77亿,1.63亿,1477.48万,91.07,1.7,0.0,1.7,260.01亿
2021-07-28,256.98亿,2.07亿,3.42亿,-1.35亿,90.24,3.72,0.06,3.66,256.99亿
2021-07-27,258.33亿,2.25亿,2.60亿,-3515.11万,86.58,21.18,32.3,-11.12,258.34亿
2021-07-26,258.68亿,1.94亿,2.09亿,-1456.85万,97.7,8.48,3.0,5.48,258.69亿
2021-07-23,258.82亿,4.90亿,4.03亿,8700.95万,92.22,0.0,0.0,0.0,258.84亿
2021-07-22,257.95亿,1.72亿,3.59亿,-1.87亿,92.22,0.0,1.7,-1.7,257.97亿
2021-07-21,259.82亿,2.52亿,2.40亿,1238.40万,93.92,0.7,0.0,0.7,259.84亿
2021-07-29,256.73亿,1.24亿,1.50亿,-2533.60万,97.22,7.04,0.06,6.98,256.74亿
2021-07-30,256.86亿,9353.00万,7988.22万,1364.79万,92.22,0.0,5.0,-5.0,256.88亿
2021-08-02,256.59亿,1.22亿,1.50亿,-2763.89万,100.12,7.9,0.0,7.9,256.60亿
2021-08-04,257.96亿,5.99亿,4.20亿,1.79亿,189.78,95.56,0.0,95.56,257.99亿
2021-08-03,256.18亿,3.00亿,3.41亿,-4108.55万,94.22,0.0,5.9,-5.9,256.19亿
2021-08-05,258.11亿,1.88亿,1.73亿,1506.12万,115.61,2.4,76.57,-74.17,258.13亿
2021-08-06,257.98亿,4.24亿,4.37亿,-1350.42万,94.22,0.0,21.39,-21.39,257.99亿
2021-08-09,258.44亿,2.22亿,1.75亿,4668.31万,193.78,99.56,0.0,99.56,258.47亿
2021-08-12,257.89亿,1.91亿,2.56亿,-6427.74万,193.78,4.0,0.0,4.0,257.92亿
2021-08-11,258.53亿,2.19亿,1.97亿,2193.57万,189.78,0.0,4.0,-4.0,258.56亿
2021-08-10,258.31亿,3.43亿,3.56亿,-1311.97万,193.78,0.0,0.0,0.0,258.34亿
2021-08-19,266.08亿,5.23亿,3.19亿,2.05亿,96.35,0.0,0.0,0.0,266.09亿
2021-08-18,264.03亿,5.52亿,3.92亿,1.60亿,96.35,6.13,31.18,-25.05,264.05亿
2021-08-17,262.43亿,4.42亿,4.81亿,-3926.58万,121.4,28.18,63.89,-35.71,262.45亿
2021-08-16,262.82亿,6.95亿,4.16亿,2.79亿,157.11,3.0,0.0,3.0,262.85亿
2021-08-13,260.04亿,6.32亿,4.17亿,2.15亿,154.11,0.0,39.67,-39.67,260.06亿
2021-08-20,268.68亿,4.94亿,2.34亿,2.60亿,7.94,0.01,88.42,-88.41,268.68亿
2021-08-23,268.90亿,2.89亿,2.67亿,2172.49万,50.01,42.07,0.0,42.07,268.90亿
2021-08-24,268.28亿,3.42亿,4.03亿,-6140.79万,112.07,62.06,0.0,62.06,268.30亿
2021-08-25,268.26亿,1.02亿,1.04亿,-201.74万,108.94,4.0,7.13,-3.13,268.28亿
2021-08-26,268.94亿,2.23亿,1.55亿,6729.53万,105.94,0.0,3.0,-3.0,268.95亿
2021-09-02,267.09亿,2.10亿,2.57亿,-4623.32万,167.18,52.72,3.0,49.72,267.11亿
2021-09-01,267.55亿,2.55亿,2.66亿,-1135.22万,117.46,65.59,0.0,65.59,267.56亿
2021-08-31,267.66亿,2.82亿,3.51亿,-6940.19万,51.87,6.45,9.58,-3.13,267.67亿
2021-08-30,268.36亿,2.22亿,3.55亿,-1.32亿,55.0,9.58,60.06,-50.48,268.36亿
2021-08-27,269.68亿,3.42亿,2.68亿,7438.16万,105.48,1.54,2.0,-0.46,269.69亿
2021-09-06,266.49亿,2.77亿,2.82亿,-507.60万,178.82,60.26,14.96,45.3,266.52亿
2021-09-03,266.54亿,1.23亿,1.77亿,-5421.13万,133.52,26.4,60.06,-33.66,266.56亿
2021-09-08,264.68亿,2.70亿,3.05亿,-3453.57万,170.38,0.00,0.00,0.00,264.71亿
2021-09-07,265.03亿,1.55亿,3.02亿,-1.46亿,170.38,0.00,8.44,-8.44,265.05亿
