日期,融资余额,融资买入额,融资偿还额,融资净买入,融券余量,融券卖出量,融券偿还量,融券净卖出,融资融券余额
2020-11-27,198.88亿,8.78亿,8.94亿,-1601.43万,2832.15,52.34,7.59,44.75,224.40亿
2020-11-26,199.04亿,8.05亿,11.22亿,-3.18亿,2787.4,41.6,38.83,2.77,223.89亿
2020-11-25,202.25亿,12.90亿,13.48亿,-5776.87万,2784.63,38.51,14.42,24.09,226.54亿
2020-11-24,202.83亿,4.74亿,5.97亿,-1.23亿,2760.54,22.51,34.94,-12.43,226.29亿
2020-11-23,204.06亿,7.86亿,7.37亿,4805.25万,2772.97,29.76,18.01,11.75,227.96亿
2020-11-20,203.55亿,5.59亿,6.00亿,-4124.90万,2756.82,16.79,38.7,-21.91,226.86亿
2020-11-19,203.96亿,5.02亿,4.64亿,3822.36万,2778.73,40.9,41.13,-0.23,227.70亿
2020-11-18,203.58亿,10.43亿,11.70亿,-1.27亿,2778.96,63.46,30.58,32.88,227.30亿
2020-11-17,204.85亿,5.74亿,6.96亿,-1.22亿,2746.08,106.07,78.63,27.44,227.93亿
2021-01-27,284.15亿,8.35亿,9.41亿,-1.07亿,3276.1,73.34,198.89,-125.55,311.36亿
2021-03-08,264.50亿,9.65亿,11.55亿,-1.89亿,3329.99,125.16,77.87,47.3,292.78亿
2021-03-05,266.39亿,8.94亿,7.49亿,1.46亿,3282.7,49.29,52.78,-3.49,294.13亿
2021-03-04,264.93亿,8.50亿,11.32亿,-2.82亿,3286.19,42.2,92.57,-50.37,293.29亿
2021-03-03,267.75亿,8.81亿,14.28亿,-5.47亿,3336.56,117.2,22.42,94.78,296.70亿
2021-03-02,273.23亿,10.19亿,8.98亿,1.21亿,3241.78,52.56,61.79,-9.23,300.21亿
2021-03-01,272.02亿,9.28亿,7.39亿,1.90亿,3251.01,152.54,103.37,49.17,299.60亿
2021-02-26,270.12亿,10.08亿,14.10亿,-4.02亿,3201.84,31.34,32.52,-1.18,297.40亿
2021-02-25,274.15亿,19.12亿,22.69亿,-3.57亿,3203.02,60.6,50.57,10.03,302.06亿
2021-02-24,277.69亿,9.43亿,15.33亿,-5.90亿,3192.99,108.22,28.15,80.07,304.44亿
2021-02-23,283.60亿,9.25亿,13.09亿,-3.84亿,3112.91,97.42,31.91,65.51,309.84亿
2021-02-22,287.43亿,14.31亿,15.24亿,-9209.40万,3047.41,51.73,76.84,-25.11,312.73亿
2021-02-19,288.35亿,14.30亿,12.13亿,2.16亿,3072.52,41.6,145.43,-103.83,314.22亿
2021-02-18,286.19亿,13.29亿,14.16亿,-8740.43万,3176.34,58.27,24.6,33.67,312.36亿
2021-02-10,287.06亿,8.63亿,13.45亿,-4.82亿,3142.67,59.2,139.61,-80.41,311.97亿
2021-02-09,291.88亿,10.59亿,10.50亿,852.82万,3223.08,50.26,82.68,-32.42,317.06亿
2021-02-08,292.06亿,7.25亿,9.70亿,-2.45亿,3255.5,55.67,157.21,-101.54,317.64亿
2021-02-05,294.52亿,8.74亿,11.55亿,-2.82亿,3357.03,5.81,111.58,-105.77,321.28亿
2021-02-04,297.33亿,15.46亿,15.59亿,-1298.29万,3462.8,123.92,29.52,94.39,324.91亿
2021-02-03,297.46亿,16.54亿,11.29亿,5.25亿,3368.4,124.87,49.97,74.9,323.25亿
2021-02-02,292.22亿,11.01亿,8.97亿,2.04亿,3293.5,78.41,76.06,2.35,317.97亿
2021-02-01,290.01亿,6.77亿,6.55亿,2177.54万,3291.16,15.33,47.21,-31.88,316.10亿
2021-01-29,289.79亿,14.79亿,11.62亿,3.17亿,3323.05,158.41,148.09,10.32,316.07亿
2021-01-28,286.62亿,13.79亿,11.32亿,2.47亿,3312.72,160.47,123.84,36.63,313.43亿
2021-03-09,263.05亿,7.00亿,8.44亿,-1.45亿,3412.76,128.09,45.32,82.77,291.73亿
2021-03-10,262.13亿,5.28亿,6.19亿,-9165.15万,3402.57,37.19,47.38,-10.19,290.47亿
2021-03-11,259.14亿,5.85亿,8.85亿,-2.99亿,3495.99,110.75,17.33,93.42,289.33亿
2021-03-16,259.08亿,6.16亿,6.11亿,467.69万,3511.05,19.22,59.37,-40.15,289.06亿
2021-03-15,259.03亿,6.15亿,5.65亿,5013.73万,3551.2,68.36,32.13,36.23,289.25亿
2021-03-12,258.51亿,6.19亿,6.81亿,-6247.06万,3514.98,40.05,21.06,18.99,288.58亿
2021-03-18,265.76亿,9.00亿,6.12亿,2.88亿,3617.34,177.4,84.8,92.6,295.21亿
2021-03-17,262.87亿,14.99亿,11.20亿,3.80亿,3524.74,48.04,34.34,13.7,291.97亿
2021-03-22,268.81亿,5.93亿,4.80亿,1.13亿,3776.95,93.87,30.92,62.95,298.95亿
2021-03-19,267.67亿,9.09亿,7.17亿,1.92亿,3714.0,172.04,75.38,96.66,297.25亿
2021-03-24,270.45亿,5.43亿,3.94亿,1.50亿,3782.93,137.86,12.44,125.43,300.34亿
2021-03-23,268.96亿,5.37亿,5.22亿,1503.22万,3657.5,50.73,170.18,-119.45,298.23亿
2021-03-30,269.76亿,4.68亿,4.42亿,2612.81万,3846.03,67.46,33.7,33.76,300.28亿
2021-03-29,269.49亿,7.22亿,6.10亿,1.12亿,3812.27,57.28,33.57,23.71,299.66亿
2021-03-26,268.38亿,3.45亿,4.99亿,-1.54亿,3788.57,13.32,27.07,-13.75,298.69亿
2021-03-25,269.92亿,2.91亿,3.44亿,-5356.96万,3802.31,58.48,39.1,19.38,300.03亿
2021-04-06,269.47亿,4.40亿,3.79亿,6080.87万,3837.06,15.57,13.5,2.07,299.80亿
2021-04-02,268.86亿,3.79亿,5.49亿,-1.70亿,3834.99,71.14,40.49,30.65,299.11亿
2021-04-01,270.56亿,3.92亿,4.51亿,-5983.32万,3804.34,68.37,63.31,5.06,300.69亿
2021-03-31,271.16亿,5.24亿,3.83亿,1.41亿,3799.28,56.69,107.45,-50.75,301.06亿
2021-04-09,274.91亿,7.69亿,4.93亿,2.76亿,3954.44,219.8,146.47,73.34,305.42亿
2021-04-08,272.15亿,4.98亿,3.55亿,1.43亿,3881.1,185.35,125.81,59.54,302.67亿
2021-04-07,270.72亿,5.52亿,4.27亿,1.25亿,3821.56,11.37,26.87,-15.5,300.70亿
2021-04-13,277.65亿,5.63亿,3.07亿,2.56亿,4026.99,235.42,46.19,189.23,308.48亿
2021-04-12,275.09亿,3.15亿,2.97亿,1769.81万,3837.76,67.23,183.91,-116.68,304.70亿
2021-04-20,280.85亿,6.58亿,3.68亿,2.90亿,4081.5,239.3,53.31,185.99,311.87亿
2021-04-19,277.95亿,5.49亿,4.78亿,7064.57万,3895.52,32.47,12.25,20.22,307.62亿
2021-04-16,277.24亿,4.07亿,3.61亿,4616.34万,3875.3,23.4,27.75,-4.35,306.57亿
2021-04-15,276.78亿,7.05亿,6.57亿,4863.32万,3879.65,138.66,71.95,66.71,306.19亿
2021-04-14,276.29亿,2.80亿,4.16亿,-1.36亿,3812.94,33.97,248.02,-214.05,305.71亿
2021-05-31,281.77亿,7.09亿,4.47亿,2.62亿,3685.01,21.09,28.62,-7.53,308.23亿
2021-05-28,279.15亿,5.44亿,5.72亿,-2701.25万,3692.54,15.87,65.45,-49.58,306.10亿
2021-05-27,279.43亿,4.44亿,5.35亿,-9078.08万,3742.12,45.85,18.63,27.22,306.71亿
2021-05-26,280.33亿,5.24亿,6.95亿,-1.71亿,3714.9,30.55,19.02,11.53,307.22亿
2021-05-25,282.04亿,8.42亿,11.01亿,-2.59亿,3703.37,37.19,43.19,-6.0,308.88亿
2021-05-24,284.63亿,3.12亿,3.64亿,-5276.49万,3709.37,41.88,10.13,31.75,310.58亿
2021-05-21,285.16亿,3.54亿,3.57亿,-293.22万,3677.62,19.98,117.34,-97.36,310.92亿
2021-05-20,285.19亿,3.34亿,4.81亿,-1.47亿,3774.98,10.44,18.85,-8.41,311.89亿
2021-05-19,286.66亿,4.82亿,4.35亿,4726.95万,3783.39,26.97,54.94,-27.97,313.13亿
2021-05-18,286.19亿,3.76亿,4.55亿,-7866.52万,3811.35,53.04,15.58,37.46,313.21亿
2021-05-17,286.98亿,5.77亿,6.39亿,-6223.66万,3773.89,41.83,44.83,-3.0,313.53亿
2021-05-14,287.60亿,7.69亿,7.39亿,3021.57万,3776.89,25.48,94.68,-69.2,314.48亿
2021-05-13,287.30亿,4.39亿,3.64亿,7558.68万,3846.1,66.54,97.41,-30.87,313.89亿
2021-05-12,286.54亿,3.53亿,3.89亿,-3508.90万,3876.97,47.53,66.49,-18.96,313.65亿
2021-05-11,286.89亿,5.18亿,3.33亿,1.85亿,3895.93,79.84,28.64,51.2,314.27亿
2021-05-10,285.04亿,4.82亿,4.31亿,5118.30万,3844.73,23.23,7.78,15.45,311.97亿
2021-05-07,284.53亿,4.22亿,4.38亿,-1617.01万,3829.28,4.17,11.16,-6.99,311.37亿
2021-05-06,284.74亿,10.10亿,5.08亿,5.01亿,3836.27,35.25,7.64,27.61,311.80亿
2021-04-30,279.72亿,3.54亿,6.95亿,-3.41亿,3808.66,6.33,41.84,-35.51,307.34亿
2021-04-29,283.14亿,3.63亿,6.58亿,-2.95亿,3844.17,44.41,9.88,34.53,311.52亿
2021-04-28,286.09亿,4.34亿,4.35亿,-172.77万,3809.64,22.98,81.68,-58.7,313.83亿
2021-04-27,286.11亿,6.25亿,5.39亿,8575.17万,3868.34,73.6,80.43,-6.83,314.45亿
2021-04-26,285.25亿,7.52亿,8.00亿,-4768.69万,3875.17,78.87,75.49,3.38,313.49亿
2021-04-23,285.72亿,10.06亿,6.85亿,3.21亿,3871.79,63.94,55.24,8.7,314.48亿
2021-04-22,282.52亿,5.73亿,4.86亿,8620.82万,3863.09,90.51,76.23,14.28,311.25亿
2021-04-21,281.66亿,4.20亿,3.37亿,8292.80万,3848.81,5.79,238.49,-232.7,310.76亿
2021-06-01,284.66亿,7.14亿,4.26亿,2.89亿,3738.14,65.74,12.61,53.13,311.25亿
2021-06-02,284.81亿,4.39亿,4.24亿,1516.76万,3708.03,46.55,76.66,-30.11,311.09亿
2021-06-10,281.82亿,3.76亿,3.38亿,3759.86万,3669.36,43.69,57.52,-13.83,307.51亿
2021-06-09,281.45亿,3.56亿,3.27亿,2878.96万,3683.19,94.96,31.57,63.39,307.34亿
2021-06-08,281.16亿,2.89亿,3.68亿,-7907.60万,3619.80,39.77,34.96,4.81,306.65亿
2021-06-07,281.95亿,4.20亿,5.51亿,-1.31亿,3614.99,24.00,75.69,-51.69,307.36亿
2021-06-04,283.26亿,4.22亿,5.86亿,-1.64亿,3666.68,24.01,23.25,0.76,309.23亿
2021-06-03,284.90亿,3.78亿,3.70亿,845.76万,3665.92,40.84,82.95,-42.11,310.81亿
